dt,user_id,initial_amount,program,deposit,total_deposits,total_deposits_for_month,current_balance,total_transaction_count,total_transaction_count_for_month,is_last_day_of_month
2017-03-25,147,994,1,0,357,0,1351,1,0,False
2017-03-26,147,994,1,0,357,0,1351,1,0,False
2017-03-27,147,994,1,0,357,0,1351,1,0,False
2017-03-28,147,994,1,0,357,0,1351,1,0,False
2017-03-29,147,994,1,0,357,0,1351,1,0,False
2017-03-30,147,994,1,0,357,0,1351,1,0,False
2017-03-31,147,994,1,0,357,0,1351,1,0,True
2017-01-01,149,2893,2,0,0,0,2893,0,0,False
2017-01-02,149,2893,2,0,0,0,2893,0,0,False
2017-01-03,149,2893,2,0,0,0,2893,0,0,False
2017-01-04,149,2893,2,0,0,0,2893,0,0,False
2017-01-05,149,2893,2,0,0,0,2893,0,0,False
2017-01-06,149,2893,2,0,0,0,2893,0,0,False
2017-01-07,149,2893,2,0,0,0,2893,0,0,False
2017-01-08,149,2893,2,0,0,0,2893,0,0,False
2017-01-09,149,2893,2,0,0,0,2893,0,0,False
2017-01-10,149,2893,2,0,0,0,2893,0,0,False
2017-01-11,149,2893,2,0,0,0,2893,0,0,False
2017-01-12,149,2893,2,0,0,0,2893,0,0,False
2017-01-13,149,2893,2,0,0,0,2893,0,0,False
2017-01-14,149,2893,2,0,0,0,2893,0,0,False
2017-01-15,149,2893,2,0,0,0,2893,0,0,False
2017-01-16,149,2893,2,0,0,0,2893,0,0,False
2017-01-17,149,2893,2,0,0,0,2893,0,0,False
2017-01-18,149,2893,2,0,0,0,2893,0,0,False
2017-01-19,149,2893,2,0,0,0,2893,0,0,False
2017-01-20,149,2893,2,0,0,0,2893,0,0,False
2017-01-21,149,2893,2,0,0,0,2893,0,0,False
2017-01-22,149,2893,2,0,0,0,2893,0,0,False
2017-01-23,149,2893,2,0,0,0,2893,0,0,False
2017-01-24,149,2893,2,0,0,0,2893,0,0,False
2017-01-25,149,2893,2,0,0,0,2893,0,0,False
2017-01-26,149,2893,2,0,0,0,2893,0,0,False
2017-01-27,149,2893,2,0,0,0,2893,0,0,False
2017-01-28,149,2893,2,0,0,0,2893,0,0,False
2017-01-29,149,2893,2,0,0,0,2893,0,0,False
2017-01-30,149,2893,2,0,0,0,2893,0,0,False
2017-01-31,149,2893,2,0,0,0,2893,0,0,True
2017-02-01,149,2893,2,0,0,0,2893,0,0,False
2017-02-02,149,2893,2,0,0,0,2893,0,0,False
2017-02-03,149,2893,2,0,0,0,2893,0,0,False
2017-02-04,149,2893,2,1010,1010,1010,3903,1,1,False
2017-02-05,149,2893,2,0,1010,1010,3903,1,1,False
2017-02-06,149,2893,2,0,1010,1010,3903,1,1,False
2017-02-07,149,2893,2,0,1010,1010,3903,1,1,False
2017-02-08,149,2893,2,0,1010,1010,3903,1,1,False
2017-02-09,149,2893,2,0,1010,1010,3903,1,1,False
2017-02-10,149,2893,2,0,1010,1010,3903,1,1,False
2017-02-11,149,2893,2,0,1010,1010,3903,1,1,False
2017-02-12,149,2893,2,488,1498,1498,4391,2,2,False
2017-02-13,149,2893,2,0,1498,1498,4391,2,2,False
2017-02-14,149,2893,2,0,1498,1498,4391,2,2,False
2017-02-15,149,2893,2,0,1498,1498,4391,2,2,False
2017-02-16,149,2893,2,0,1498,1498,4391,2,2,False
2017-02-17,149,2893,2,0,1498,1498,4391,2,2,False
2017-02-18,149,2893,2,0,1498,1498,4391,2,2,False
2017-02-19,149,2893,2,0,1498,1498,4391,2,2,False
2017-02-20,149,2893,2,0,1498,1498,4391,2,2,False
2017-02-21,149,2893,2,0,1498,1498,4391,2,2,False
2017-02-22,149,2893,2,0,1498,1498,4391,2,2,False
2017-02-23,149,2893,2,0,1498,1498,4391,2,2,False
2017-02-24,149,2893,2,497,1995,1995,4888,3,3,False
2017-02-25,149,2893,2,0,1995,1995,4888,3,3,False
2017-02-26,149,2893,2,0,1995,1995,4888,3,3,False
2017-02-27,149,2893,2,0,1995,1995,4888,3,3,False
2017-02-28,149,2893,2,0,1995,1995,4888,3,3,True
2017-03-01,149,2893,2,0,1995,0,4888,3,0,False
2017-03-02,149,2893,2,0,1995,0,4888,3,0,False
2017-03-03,149,2893,2,0,1995,0,4888,3,0,False
2017-03-04,149,2893,2,0,1995,0,4888,3,0,False
2017-03-05,149,2893,2,0,1995,0,4888,3,0,False
2017-03-06,149,2893,2,0,1995,0,4888,3,0,False
2017-03-07,149,2893,2,0,1995,0,4888,3,0,False
2017-03-08,149,2893,2,0,1995,0,4888,3,0,False
2017-03-09,149,2893,2,0,1995,0,4888,3,0,False
2017-03-10,149,2893,2,0,1995,0,4888,3,0,False
2017-03-11,149,2893,2,0,1995,0,4888,3,0,False
2017-03-12,149,2893,2,0,1995,0,4888,3,0,False
2017-03-13,149,2893,2,0,1995,0,4888,3,0,False
2017-03-14,149,2893,2,0,1995,0,4888,3,0,False
2017-03-15,149,2893,2,0,1995,0,4888,3,0,False
2017-03-16,149,2893,2,452,2447,452,5340,4,1,False
2017-03-17,149,2893,2,0,2447,452,5340,4,1,False
2017-03-18,149,2893,2,442,2889,894,5782,5,2,False
2017-03-19,149,2893,2,0,2889,894,5782,5,2,False
2017-03-20,149,2893,2,0,2889,894,5782,5,2,False
2017-03-21,149,2893,2,0,2889,894,5782,5,2,False
2017-03-22,149,2893,2,0,2889,894,5782,5,2,False
2017-03-23,149,2893,2,-254,2635,640,5528,6,3,False
2017-03-24,149,2893,2,0,2635,640,5528,6,3,False
2017-03-25,149,2893,2,0,2635,640,5528,6,3,False
2017-03-26,149,2893,2,0,2635,640,5528,6,3,False
2017-03-27,149,2893,2,0,2635,640,5528,6,3,False
2017-03-28,149,2893,2,0,2635,640,5528,6,3,False
2017-03-29,149,2893,2,0,2635,640,5528,6,3,False
2017-03-30,149,2893,2,0,2635,640,5528,6,3,False
2017-03-31,149,2893,2,0,2635,640,5528,6,3,True
2017-01-01,154,36,1,0,0,0,36,0,0,False
2017-01-02,154,36,1,0,0,0,36,0,0,False
2017-01-03,154,36,1,0,0,0,36,0,0,False
2017-01-04,154,36,1,0,0,0,36,0,0,False
2017-01-05,154,36,1,0,0,0,36,0,0,False
2017-01-06,154,36,1,0,0,0,36,0,0,False
2017-01-07,154,36,1,101,101,101,137,1,1,False
2017-01-08,154,36,1,0,101,101,137,1,1,False
2017-01-09,154,36,1,0,101,101,137,1,1,False
2017-01-10,154,36,1,-54,47,47,83,2,2,False
2017-01-11,154,36,1,0,47,47,83,2,2,False
2017-01-12,154,36,1,0,47,47,83,2,2,False
2017-01-13,154,36,1,0,47,47,83,2,2,False
2017-01-14,154,36,1,0,47,47,83,2,2,False
2017-01-15,154,36,1,0,47,47,83,2,2,False
2017-01-16,154,36,1,29,76,76,112,3,3,False
2017-01-17,154,36,1,87,163,163,199,4,4,False
2017-01-18,154,36,1,0,163,163,199,4,4,False
2017-01-19,154,36,1,0,163,163,199,4,4,False
2017-01-20,154,36,1,0,163,163,199,4,4,False
2017-01-21,154,36,1,0,163,163,199,4,4,False
2017-01-22,154,36,1,0,163,163,199,4,4,False
2017-01-23,154,36,1,0,163,163,199,4,4,False
2017-01-24,154,36,1,0,163,163,199,4,4,False
2017-01-25,154,36,1,0,163,163,199,4,4,False
2017-01-26,154,36,1,0,163,163,199,4,4,False
2017-01-27,154,36,1,0,163,163,199,4,4,False
2017-01-28,154,36,1,0,163,163,199,4,4,False
2017-01-29,154,36,1,0,163,163,199,4,4,False
2017-01-30,154,36,1,140,303,303,339,5,5,False
2017-01-31,154,36,1,0,303,303,339,5,5,True
2017-02-01,154,36,1,1,304,1,340,6,1,False
2017-02-02,154,36,1,0,304,1,340,6,1,False
2017-02-03,154,36,1,0,304,1,340,6,1,False
2017-02-04,154,36,1,0,304,1,340,6,1,False
2017-02-05,154,36,1,3,307,4,343,7,2,False
2017-02-06,154,36,1,0,307,4,343,7,2,False
2017-02-07,154,36,1,53,360,57,396,8,3,False
2017-02-08,154,36,1,0,360,57,396,8,3,False
2017-02-09,154,36,1,34,394,91,430,9,4,False
2017-02-10,154,36,1,0,394,91,430,9,4,False
2017-02-11,154,36,1,0,394,91,430,9,4,False
2017-02-12,154,36,1,111,505,202,541,10,5,False
2017-02-13,154,36,1,0,505,202,541,10,5,False
2017-02-14,154,36,1,0,505,202,541,10,5,False
2017-02-15,154,36,1,0,505,202,541,10,5,False
2017-02-16,154,36,1,0,505,202,541,10,5,False
2017-02-17,154,36,1,0,505,202,541,10,5,False
2017-02-18,154,36,1,0,505,202,541,10,5,False
2017-02-19,154,36,1,0,505,202,541,10,5,False
2017-02-20,154,36,1,0,505,202,541,10,5,False
2017-02-21,154,36,1,0,505,202,541,10,5,False
2017-02-22,154,36,1,0,505,202,541,10,5,False
2017-02-23,154,36,1,0,505,202,541,10,5,False
2017-02-24,154,36,1,0,505,202,541,10,5,False
2017-02-25,154,36,1,305,810,507,846,11,6,False
2017-02-26,154,36,1,0,810,507,846,11,6,False
2017-02-27,154,36,1,0,810,507,846,11,6,False
2017-02-28,154,36,1,0,810,507,846,11,6,True
2017-03-01,154,36,1,0,810,0,846,11,0,False
2017-03-02,154,36,1,0,810,0,846,11,0,False
2017-03-03,154,36,1,0,810,0,846,11,0,False
2017-03-04,154,36,1,0,810,0,846,11,0,False
2017-03-05,154,36,1,0,810,0,846,11,0,False
2017-03-06,154,36,1,0,810,0,846,11,0,False
2017-03-07,154,36,1,0,810,0,846,11,0,False
2017-03-08,154,36,1,0,810,0,846,11,0,False
2017-03-09,154,36,1,0,810,0,846,11,0,False
2017-03-10,154,36,1,0,810,0,846,11,0,False
2017-03-11,154,36,1,0,810,0,846,11,0,False
2017-03-12,154,36,1,0,810,0,846,11,0,False
2017-03-13,154,36,1,0,810,0,846,11,0,False
2017-03-14,154,36,1,0,810,0,846,11,0,False
2017-03-15,154,36,1,213,1023,213,1059,12,1,False
2017-03-16,154,36,1,0,1023,213,1059,12,1,False
2017-03-17,154,36,1,24,1047,237,1083,13,2,False
2017-03-18,154,36,1,0,1047,237,1083,13,2,False
2017-03-19,154,36,1,0,1047,237,1083,13,2,False
2017-03-20,154,36,1,0,1047,237,1083,13,2,False
2017-03-21,154,36,1,0,1047,237,1083,13,2,False
2017-03-22,154,36,1,0,1047,237,1083,13,2,False
2017-03-23,154,36,1,0,1047,237,1083,13,2,False
2017-03-24,154,36,1,0,1047,237,1083,13,2,False
2017-03-25,154,36,1,0,1047,237,1083,13,2,False
2017-03-26,154,36,1,0,1047,237,1083,13,2,False
2017-03-27,154,36,1,0,1047,237,1083,13,2,False
2017-03-28,154,36,1,0,1047,237,1083,13,2,False
2017-03-29,154,36,1,0,1047,237,1083,13,2,False
2017-03-30,154,36,1,0,1047,237,1083,13,2,False
2017-03-31,154,36,1,0,1047,237,1083,13,2,True
2017-01-01,158,79,1,0,0,0,79,0,0,False
2017-01-02,158,79,1,331,331,331,410,1,1,False
2017-01-03,158,79,1,0,331,331,410,1,1,False
2017-01-04,158,79,1,0,331,331,410,1,1,False
2017-01-05,158,79,1,0,331,331,410,1,1,False
2017-01-06,158,79,1,0,331,331,410,1,1,False
2017-01-07,158,79,1,0,331,331,410,1,1,False
2017-01-08,158,79,1,0,331,331,410,1,1,False
2017-01-09,158,79,1,0,331,331,410,1,1,False
2017-01-10,158,79,1,0,331,331,410,1,1,False
2017-01-11,158,79,1,0,331,331,410,1,1,False
2017-01-12,158,79,1,0,331,331,410,1,1,False
2017-01-13,158,79,1,0,331,331,410,1,1,False
2017-01-14,158,79,1,56,387,387,466,2,2,False
2017-01-15,158,79,1,0,387,387,466,2,2,False
2017-01-16,158,79,1,0,387,387,466,2,2,False
2017-01-17,158,79,1,156,543,543,622,3,3,False
2017-01-18,158,79,1,0,543,543,622,3,3,False
2017-01-19,158,79,1,0,543,543,622,3,3,False
2017-01-20,158,79,1,0,543,543,622,3,3,False
2017-01-21,158,79,1,-9,534,534,613,4,4,False
2017-01-22,158,79,1,0,534,534,613,4,4,False
2017-01-23,158,79,1,0,534,534,613,4,4,False
2017-01-24,158,79,1,0,534,534,613,4,4,False
2017-01-25,158,79,1,0,534,534,613,4,4,False
2017-01-26,158,79,1,0,534,534,613,4,4,False
2017-01-27,158,79,1,0,534,534,613,4,4,False
2017-01-28,158,79,1,0,534,534,613,4,4,False
2017-01-29,158,79,1,374,908,908,987,5,5,False
2017-01-30,158,79,1,0,908,908,987,5,5,False
2017-01-31,158,79,1,0,908,908,987,5,5,True
2017-02-01,158,79,1,0,908,0,987,5,0,False
2017-02-02,158,79,1,0,908,0,987,5,0,False
2017-02-03,158,79,1,0,908,0,987,5,0,False
2017-02-04,158,79,1,0,908,0,987,5,0,False
2017-02-05,158,79,1,0,908,0,987,5,0,False
2017-02-06,158,79,1,0,908,0,987,5,0,False
2017-02-07,158,79,1,0,908,0,987,5,0,False
2017-02-08,158,79,1,0,908,0,987,5,0,False
2017-02-09,158,79,1,0,908,0,987,5,0,False
2017-02-10,158,79,1,0,908,0,987,5,0,False
2017-02-11,158,79,1,0,908,0,987,5,0,False
2017-02-12,158,79,1,0,908,0,987,5,0,False
2017-02-13,158,79,1,77,985,77,1064,6,1,False
2017-02-14,158,79,1,279,1264,356,1343,7,2,False
2017-02-15,158,79,1,0,1264,356,1343,7,2,False
2017-02-16,158,79,1,0,1264,356,1343,7,2,False
2017-02-17,158,79,1,0,1264,356,1343,7,2,False
2017-02-18,158,79,1,0,1264,356,1343,7,2,False
2017-02-19,158,79,1,0,1264,356,1343,7,2,False
2017-02-20,158,79,1,0,1264,356,1343,7,2,False
2017-02-21,158,79,1,0,1264,356,1343,7,2,False
2017-02-22,158,79,1,0,1264,356,1343,7,2,False
2017-02-23,158,79,1,-13,1251,343,1330,8,3,False
2017-02-24,158,79,1,0,1251,343,1330,8,3,False
2017-02-25,158,79,1,0,1251,343,1330,8,3,False
2017-02-26,158,79,1,0,1251,343,1330,8,3,False
2017-02-27,158,79,1,227,1478,570,1557,9,4,False
2017-02-28,158,79,1,0,1478,570,1557,9,4,True
2017-03-01,158,79,1,0,1478,0,1557,9,0,False
2017-03-02,158,79,1,0,1478,0,1557,9,0,False
2017-03-03,158,79,1,261,1739,261,1818,10,1,False
2017-03-04,158,79,1,0,1739,261,1818,10,1,False
2017-03-05,158,79,1,0,1739,261,1818,10,1,False
2017-03-06,158,79,1,97,1836,358,1915,11,2,False
2017-03-07,158,79,1,0,1836,358,1915,11,2,False
2017-03-08,158,79,1,0,1836,358,1915,11,2,False
2017-03-09,158,79,1,0,1836,358,1915,11,2,False
2017-03-10,158,79,1,0,1836,358,1915,11,2,False
2017-03-11,158,79,1,0,1836,358,1915,11,2,False
2017-03-12,158,79,1,0,1836,358,1915,11,2,False
2017-03-13,158,79,1,0,1836,358,1915,11,2,False
2017-03-14,158,79,1,0,1836,358,1915,11,2,False
2017-03-15,158,79,1,0,1836,358,1915,11,2,False
2017-03-16,158,79,1,0,1836,358,1915,11,2,False
2017-03-17,158,79,1,0,1836,358,1915,11,2,False
2017-03-18,158,79,1,0,1836,358,1915,11,2,False
2017-03-19,158,79,1,0,1836,358,1915,11,2,False
2017-03-20,158,79,1,0,1836,358,1915,11,2,False
2017-03-21,158,79,1,0,1836,358,1915,11,2,False
2017-03-22,158,79,1,0,1836,358,1915,11,2,False
2017-03-23,158,79,1,258,2094,616,2173,12,3,False
2017-03-24,158,79,1,0,2094,616,2173,12,3,False
2017-03-25,158,79,1,157,2251,773,2330,13,4,False
2017-03-26,158,79,1,0,2251,773,2330,13,4,False
2017-03-27,158,79,1,0,2251,773,2330,13,4,False
2017-03-28,158,79,1,0,2251,773,2330,13,4,False
2017-03-29,158,79,1,0,2251,773,2330,13,4,False
2017-03-30,158,79,1,0,2251,773,2330,13,4,False
2017-03-31,158,79,1,0,2251,773,2330,13,4,True
2017-01-01,160,139,1,0,0,0,139,0,0,False
2017-01-02,160,139,1,0,0,0,139,0,0,False
2017-01-03,160,139,1,0,0,0,139,0,0,False
2017-01-04,160,139,1,0,0,0,139,0,0,False
2017-01-05,160,139,1,330,330,330,469,1,1,False
2017-01-06,160,139,1,0,330,330,469,1,1,False
2017-01-07,160,139,1,0,330,330,469,1,1,False
2017-01-08,160,139,1,399,729,729,868,2,2,False
2017-01-09,160,139,1,0,729,729,868,2,2,False
2017-01-10,160,139,1,-88,641,641,780,3,3,False
2017-01-11,160,139,1,0,641,641,780,3,3,False
2017-01-12,160,139,1,143,784,784,923,4,4,False
2017-01-13,160,139,1,0,784,784,923,4,4,False
2017-01-14,160,139,1,0,784,784,923,4,4,False
2017-01-15,160,139,1,0,784,784,923,4,4,False
2017-01-16,160,139,1,0,784,784,923,4,4,False
2017-01-17,160,139,1,0,784,784,923,4,4,False
2017-01-18,160,139,1,377,1161,1161,1300,5,5,False
2017-01-19,160,139,1,0,1161,1161,1300,5,5,False
2017-01-20,160,139,1,0,1161,1161,1300,5,5,False
2017-01-21,160,139,1,0,1161,1161,1300,5,5,False
2017-01-22,160,139,1,118,1279,1279,1418,6,6,False
2017-01-23,160,139,1,0,1279,1279,1418,6,6,False
2017-01-24,160,139,1,208,1487,1487,1626,7,7,False
2017-01-25,160,139,1,0,1487,1487,1626,7,7,False
2017-01-26,160,139,1,0,1487,1487,1626,7,7,False
2017-01-27,160,139,1,0,1487,1487,1626,7,7,False
2017-01-28,160,139,1,0,1487,1487,1626,7,7,False
2017-01-29,160,139,1,0,1487,1487,1626,7,7,False
2017-01-30,160,139,1,0,1487,1487,1626,7,7,False
2017-01-31,160,139,1,0,1487,1487,1626,7,7,True
2017-02-01,160,139,1,105,1592,105,1731,8,1,False
2017-02-02,160,139,1,0,1592,105,1731,8,1,False
2017-02-03,160,139,1,0,1592,105,1731,8,1,False
2017-02-04,160,139,1,0,1592,105,1731,8,1,False
2017-02-05,160,139,1,0,1592,105,1731,8,1,False
2017-02-06,160,139,1,0,1592,105,1731,8,1,False
2017-02-07,160,139,1,0,1592,105,1731,8,1,False
2017-02-08,160,139,1,70,1662,175,1801,9,2,False
2017-02-09,160,139,1,-59,1603,116,1742,10,3,False
2017-02-10,160,139,1,0,1603,116,1742,10,3,False
2017-02-11,160,139,1,0,1603,116,1742,10,3,False
2017-02-12,160,139,1,0,1603,116,1742,10,3,False
2017-02-13,160,139,1,0,1603,116,1742,10,3,False
2017-02-14,160,139,1,0,1603,116,1742,10,3,False
2017-02-15,160,139,1,165,1768,281,1907,11,4,False
2017-02-16,160,139,1,0,1768,281,1907,11,4,False
2017-02-17,160,139,1,0,1768,281,1907,11,4,False
2017-02-18,160,139,1,0,1768,281,1907,11,4,False
2017-02-19,160,139,1,0,1768,281,1907,11,4,False
2017-02-20,160,139,1,0,1768,281,1907,11,4,False
2017-02-21,160,139,1,0,1768,281,1907,11,4,False
2017-02-22,160,139,1,165,1933,446,2072,12,5,False
2017-02-23,160,139,1,0,1933,446,2072,12,5,False
2017-02-24,160,139,1,0,1933,446,2072,12,5,False
2017-02-25,160,139,1,0,1933,446,2072,12,5,False
2017-02-26,160,139,1,0,1933,446,2072,12,5,False
2017-02-27,160,139,1,0,1933,446,2072,12,5,False
2017-02-28,160,139,1,0,1933,446,2072,12,5,True
2017-03-01,160,139,1,0,1933,0,2072,12,0,False
2017-03-02,160,139,1,0,1933,0,2072,12,0,False
2017-03-03,160,139,1,0,1933,0,2072,12,0,False
2017-03-04,160,139,1,0,1933,0,2072,12,0,False
2017-03-05,160,139,1,0,1933,0,2072,12,0,False
2017-03-06,160,139,1,0,1933,0,2072,12,0,False
2017-03-07,160,139,1,0,1933,0,2072,12,0,False
2017-03-08,160,139,1,0,1933,0,2072,12,0,False
2017-03-09,160,139,1,0,1933,0,2072,12,0,False
2017-03-10,160,139,1,0,1933,0,2072,12,0,False
2017-03-11,160,139,1,0,1933,0,2072,12,0,False
2017-03-12,160,139,1,0,1933,0,2072,12,0,False
2017-03-13,160,139,1,0,1933,0,2072,12,0,False
2017-03-14,160,139,1,-30,1903,-30,2042,13,1,False
2017-03-15,160,139,1,329,2232,299,2371,14,2,False
2017-03-16,160,139,1,0,2232,299,2371,14,2,False
2017-03-17,160,139,1,0,2232,299,2371,14,2,False
2017-03-18,160,139,1,380,2612,679,2751,15,3,False
2017-03-19,160,139,1,0,2612,679,2751,15,3,False
2017-03-20,160,139,1,112,2724,791,2863,16,4,False
2017-03-21,160,139,1,0,2724,791,2863,16,4,False
2017-03-22,160,139,1,0,2724,791,2863,16,4,False
2017-03-23,160,139,1,0,2724,791,2863,16,4,False
2017-03-24,160,139,1,0,2724,791,2863,16,4,False
2017-03-25,160,139,1,0,2724,791,2863,16,4,False
2017-03-26,160,139,1,0,2724,791,2863,16,4,False
2017-03-27,160,139,1,227,2951,1018,3090,17,5,False
2017-03-28,160,139,1,0,2951,1018,3090,17,5,False
2017-03-29,160,139,1,0,2951,1018,3090,17,5,False
2017-03-30,160,139,1,0,2951,1018,3090,17,5,False
2017-03-31,160,139,1,0,2951,1018,3090,17,5,True
2017-01-01,162,771,1,0,0,0,771,0,0,False
2017-01-02,162,771,1,0,0,0,771,0,0,False
2017-01-03,162,771,1,0,0,0,771,0,0,False
2017-01-04,162,771,1,0,0,0,771,0,0,False
2017-01-05,162,771,1,0,0,0,771,0,0,False
2017-01-06,162,771,1,0,0,0,771,0,0,False
2017-01-07,162,771,1,0,0,0,771,0,0,False
2017-01-08,162,771,1,0,0,0,771,0,0,False
2017-01-09,162,771,1,0,0,0,771,0,0,False
2017-01-10,162,771,1,0,0,0,771,0,0,False
2017-01-11,162,771,1,0,0,0,771,0,0,False
2017-01-12,162,771,1,0,0,0,771,0,0,False
2017-01-13,162,771,1,0,0,0,771,0,0,False
2017-01-14,162,771,1,0,0,0,771,0,0,False
2017-01-15,162,771,1,0,0,0,771,0,0,False
2017-01-16,162,771,1,0,0,0,771,0,0,False
2017-01-17,162,771,1,0,0,0,771,0,0,False
2017-01-18,162,771,1,0,0,0,771,0,0,False
2017-01-19,162,771,1,0,0,0,771,0,0,False
2017-01-20,162,771,1,0,0,0,771,0,0,False
2017-01-21,162,771,1,0,0,0,771,0,0,False
2017-01-22,162,771,1,0,0,0,771,0,0,False
2017-01-23,162,771,1,0,0,0,771,0,0,False
2017-01-24,162,771,1,0,0,0,771,0,0,False
2017-01-25,162,771,1,0,0,0,771,0,0,False
2017-01-26,162,771,1,0,0,0,771,0,0,False
2017-01-27,162,771,1,0,0,0,771,0,0,False
2017-01-28,162,771,1,0,0,0,771,0,0,False
2017-01-29,162,771,1,123,123,123,894,1,1,False
2017-01-30,162,771,1,0,123,123,894,1,1,False
2017-01-31,162,771,1,0,123,123,894,1,1,True
2017-02-01,162,771,1,0,123,0,894,1,0,False
2017-02-02,162,771,1,0,123,0,894,1,0,False
2017-02-03,162,771,1,0,123,0,894,1,0,False
2017-02-04,162,771,1,0,123,0,894,1,0,False
2017-02-05,162,771,1,0,123,0,894,1,0,False
2017-02-06,162,771,1,0,123,0,894,1,0,False
2017-02-07,162,771,1,0,123,0,894,1,0,False
2017-02-08,162,771,1,0,123,0,894,1,0,False
2017-02-09,162,771,1,0,123,0,894,1,0,False
2017-02-10,162,771,1,0,123,0,894,1,0,False
2017-02-11,162,771,1,0,123,0,894,1,0,False
2017-02-12,162,771,1,0,123,0,894,1,0,False
2017-02-13,162,771,1,0,123,0,894,1,0,False
2017-02-14,162,771,1,0,123,0,894,1,0,False
2017-02-15,162,771,1,0,123,0,894,1,0,False
2017-02-16,162,771,1,0,123,0,894,1,0,False
2017-02-17,162,771,1,0,123,0,894,1,0,False
2017-02-18,162,771,1,0,123,0,894,1,0,False
2017-02-19,162,771,1,0,123,0,894,1,0,False
2017-02-20,162,771,1,0,123,0,894,1,0,False
2017-02-21,162,771,1,0,123,0,894,1,0,False
2017-02-22,162,771,1,0,123,0,894,1,0,False
2017-02-23,162,771,1,0,123,0,894,1,0,False
2017-02-24,162,771,1,0,123,0,894,1,0,False
2017-02-25,162,771,1,0,123,0,894,1,0,False
2017-02-26,162,771,1,0,123,0,894,1,0,False
2017-02-27,162,771,1,0,123,0,894,1,0,False
2017-02-28,162,771,1,0,123,0,894,1,0,True
2017-03-01,162,771,1,0,123,0,894,1,0,False
2017-03-02,162,771,1,0,123,0,894,1,0,False
2017-03-03,162,771,1,0,123,0,894,1,0,False
2017-03-04,162,771,1,0,123,0,894,1,0,False
2017-03-05,162,771,1,0,123,0,894,1,0,False
2017-03-06,162,771,1,0,123,0,894,1,0,False
2017-03-07,162,771,1,0,123,0,894,1,0,False
2017-03-08,162,771,1,0,123,0,894,1,0,False
2017-03-09,162,771,1,0,123,0,894,1,0,False
2017-03-10,162,771,1,0,123,0,894,1,0,False
2017-03-11,162,771,1,0,123,0,894,1,0,False
2017-03-12,162,771,1,0,123,0,894,1,0,False
2017-03-13,162,771,1,0,123,0,894,1,0,False
2017-03-14,162,771,1,0,123,0,894,1,0,False
2017-03-15,162,771,1,0,123,0,894,1,0,False
2017-03-16,162,771,1,0,123,0,894,1,0,False
2017-03-17,162,771,1,0,123,0,894,1,0,False
2017-03-18,162,771,1,0,123,0,894,1,0,False
2017-03-19,162,771,1,349,472,349,1243,2,1,False
2017-03-20,162,771,1,0,472,349,1243,2,1,False
2017-03-21,162,771,1,7,479,356,1250,3,2,False
2017-03-22,162,771,1,144,623,500,1394,4,3,False
2017-03-23,162,771,1,61,684,561,1455,5,4,False
2017-03-24,162,771,1,0,684,561,1455,5,4,False
2017-03-25,162,771,1,0,684,561,1455,5,4,False
2017-03-26,162,771,1,0,684,561,1455,5,4,False
2017-03-27,162,771,1,0,684,561,1455,5,4,False
2017-03-28,162,771,1,0,684,561,1455,5,4,False
2017-03-29,162,771,1,0,684,561,1455,5,4,False
2017-03-30,162,771,1,0,684,561,1455,5,4,False
2017-03-31,162,771,1,0,684,561,1455,5,4,True
2017-01-01,174,3903,2,201,201,201,4104,1,1,False
2017-01-02,174,3903,2,0,201,201,4104,1,1,False
2017-01-03,174,3903,2,0,201,201,4104,1,1,False
2017-01-04,174,3903,2,0,201,201,4104,1,1,False
2017-01-05,174,3903,2,0,201,201,4104,1,1,False
2017-01-06,174,3903,2,0,201,201,4104,1,1,False
2017-01-07,174,3903,2,0,201,201,4104,1,1,False
2017-01-08,174,3903,2,0,201,201,4104,1,1,False
2017-01-09,174,3903,2,0,201,201,4104,1,1,False
2017-01-10,174,3903,2,0,201,201,4104,1,1,False
2017-01-11,174,3903,2,232,433,433,4336,2,2,False
2017-01-12,174,3903,2,1023,1456,1456,5359,3,3,False
2017-01-13,174,3903,2,0,1456,1456,5359,3,3,False
2017-01-14,174,3903,2,0,1456,1456,5359,3,3,False
2017-01-15,174,3903,2,0,1456,1456,5359,3,3,False
2017-01-16,174,3903,2,0,1456,1456,5359,3,3,False
2017-01-17,174,3903,2,0,1456,1456,5359,3,3,False
2017-01-18,174,3903,2,0,1456,1456,5359,3,3,False
2017-01-19,174,3903,2,0,1456,1456,5359,3,3,False
2017-01-20,174,3903,2,0,1456,1456,5359,3,3,False
2017-01-21,174,3903,2,0,1456,1456,5359,3,3,False
2017-01-22,174,3903,2,0,1456,1456,5359,3,3,False
2017-01-23,174,3903,2,0,1456,1456,5359,3,3,False
2017-01-24,174,3903,2,0,1456,1456,5359,3,3,False
2017-01-25,174,3903,2,0,1456,1456,5359,3,3,False
2017-01-26,174,3903,2,0,1456,1456,5359,3,3,False
2017-01-27,174,3903,2,0,1456,1456,5359,3,3,False
2017-01-28,174,3903,2,0,1456,1456,5359,3,3,False
2017-01-29,174,3903,2,0,1456,1456,5359,3,3,False
2017-01-30,174,3903,2,0,1456,1456,5359,3,3,False
2017-01-31,174,3903,2,0,1456,1456,5359,3,3,True
2017-02-01,174,3903,2,0,1456,0,5359,3,0,False
2017-02-02,174,3903,2,0,1456,0,5359,3,0,False
